t,x,y,z,yaw_vslam,yaw_vslam_int,yaw_imu,imu_age,yaw_fused,gz,yaw_gyro,imu_gated,marker
1787037489.285,0.0000,0.0000,0.0000,12.906,12.651,12.658,0.033,12.837,3.980,6.125,0,
1787037489.318,0.0000,0.0000,0.0000,13.042,12.788,12.658,0.066,12.973,3.980,6.125,0,
1787037489.351,0.0000,0.0000,0.0000,13.179,12.924,13.040,0.032,13.109,4.085,6.395,0,
1787037489.384,0.0000,0.0000,0.0000,13.316,13.061,13.040,0.065,13.246,4.085,6.395,0,
1787037489.418,0.0000,0.0000,0.0000,13.453,13.198,13.430,0.032,13.383,4.146,6.669,0,
1787037489.451,0.0000,0.0000,0.0000,13.590,13.335,13.430,0.065,13.519,4.146,6.669,0,
1787037489.484,0.0000,0.0000,0.0000,13.726,13.472,13.792,0.031,13.657,4.131,6.946,0,
1787037489.517,0.0000,0.0000,0.0000,13.862,13.608,13.792,0.064,13.793,4.131,6.946,0,
1787037489.550,0.0000,0.0000,0.0000,13.998,13.743,14.104,0.030,13.929,4.049,7.217,0,
1787037489.583,0.0000,0.0000,0.0000,14.133,13.878,14.104,0.063,14.064,4.049,7.217,0,
1787037489.616,0.0000,0.0000,0.0000,14.267,14.013,14.362,0.029,14.199,3.941,7.484,0,
1787037489.649,0.0000,0.0000,0.0000,14.401,14.146,14.362,0.062,14.332,3.941,7.484,0,
1787037489.682,0.0000,0.0000,0.0000,14.534,14.279,14.564,0.029,14.465,3.864,7.746,0,
1787037489.715,0.0000,0.0000,0.0000,14.666,14.411,14.564,0.062,14.597,3.864,7.746,0,
1787037489.748,0.0000,0.0000,0.0000,14.797,14.543,14.726,0.028,14.729,3.857,8.003,0,
1787037489.781,0.0000,0.0000,0.0000,14.927,14.673,14.726,0.061,14.859,3.857,8.003,0,
1787037489.814,0.0000,0.0000,0.0000,15.057,14.802,14.872,0.027,14.988,3.924,8.262,0,
1787037489.847,0.0000,0.0000,0.0000,15.185,14.931,14.872,0.061,15.116,3.924,8.262,0,
1787037489.880,0.0000,0.0000,0.0000,15.314,15.059,15.032,0.026,15.243,4.030,8.529,0,
1787037489.913,0.0000,0.0000,0.0000,15.441,15.187,15.032,0.059,15.370,4.030,8.529,0,
1787037489.946,0.0000,0.0000,0.0000,15.568,15.314,15.228,0.026,15.496,4.121,8.800,0,
1787037489.978,0.0000,0.0000,0.0000,15.695,15.441,15.228,0.058,15.622,4.121,8.800,0,
1787037490.011,0.0000,0.0000,0.0000,15.822,15.568,15.479,0.025,15.748,4.149,9.076,0,
1787037490.044,0.0000,0.0000,0.0000,15.949,15.695,15.479,0.058,15.874,4.149,9.076,0,
1787037490.078,0.0000,0.0000,0.0000,16.077,15.822,15.788,0.024,16.001,4.101,9.352,0,
1787037490.111,0.0000,0.0000,0.0000,16.204,15.950,15.788,0.057,16.128,4.101,9.352,0,
1787037490.144,0.0000,0.0000,0.0000,16.332,16.078,16.144,0.023,16.256,4.000,9.622,0,
1787037490.177,0.0000,0.0000,0.0000,16.461,16.206,16.144,0.056,16.383,4.000,9.622,0,
1787037490.210,0.0000,0.0000,0.0000,16.590,16.335,16.530,0.022,16.513,3.899,9.887,0,
1787037490.243,0.0000,0.0000,0.0000,16.720,16.465,16.530,0.055,16.642,3.899,9.887,0,
1787037490.276,0.0000,0.0000,0.0000,16.851,16.596,16.913,0.022,16.773,3.851,10.145,0,
1787037490.309,0.0000,0.0000,0.0000,16.982,16.727,16.913,0.055,16.904,3.851,10.145,0,
1787037490.342,0.0000,0.0000,0.0000,17.114,16.859,17.270,0.021,17.037,3.879,10.402,0,
1787037490.375,0.0000,0.0000,0.0000,17.247,16.992,17.270,0.054,17.170,3.879,10.402,0,
1787037490.408,0.0000,0.0000,0.0000,17.381,17.126,17.578,0.020,17.305,3.969,10.665,0,
1787037490.441,0.0000,0.0000,0.0000,17.515,17.261,17.578,0.053,17.440,3.969,10.665,0,
1787037490.474,0.0000,0.0000,0.0000,17.651,17.396,17.830,0.020,17.576,4.076,10.934,0,
1787037490.507,0.0000,0.0000,0.0000,17.786,17.532,17.830,0.052,17.712,4.076,10.934,0,
1787037490.540,0.0000,0.0000,0.0000,17.922,17.668,18.026,0.019,17.848,4.143,11.208,0,
1787037490.573,0.0000,0.0000,0.0000,18.058,17.804,18.026,0.052,17.985,4.143,11.208,0,
1787037490.606,0.0000,0.0000,0.0000,18.195,17.940,18.185,0.018,18.121,4.137,11.484,0,
1787037490.639,0.0000,0.0000,0.0000,18.332,18.077,18.185,0.051,18.258,4.137,11.484,0,
1787037490.672,0.0000,0.0000,0.0000,18.469,18.214,18.331,0.017,18.395,4.060,11.758,0,
1787037490.705,0.0000,0.0000,0.0000,18.606,18.351,18.331,0.050,18.531,4.060,11.758,0,
1787037490.738,0.0000,0.0000,0.0000,18.742,18.488,18.494,0.016,18.667,3.952,12.027,0,
1787037490.771,0.0000,0.0000,0.0000,18.878,18.624,18.494,0.049,18.803,3.952,12.027,0,
1787037490.804,0.0000,0.0000,0.0000,19.014,18.759,18.696,0.016,18.937,3.869,12.287,0,
1787037490.837,0.0000,0.0000,0.0000,19.149,18.894,18.696,0.049,19.071,3.869,12.287,0,
1787037490.870,0.0000,0.0000,0.0000,19.283,19.029,18.953,0.015,19.205,3.854,12.544,0,
1787037490.903,0.0000,0.0000,0.0000,19.417,19.162,18.953,0.048,19.338,3.854,12.544,0,
1787037490.936,0.0000,0.0000,0.0000,19.550,19.295,19.268,0.014,19.470,3.914,12.804,0,
1787037490.969,0.0000,0.0000,0.0000,19.682,19.427,19.268,0.047,19.601,3.914,12.804,0,
1787037491.002,0.0000,0.0000,0.0000,19.813,19.559,19.629,0.013,19.732,4.018,13.069,0,
1787037491.035,0.0000,0.0000,0.0000,19.944,19.689,19.629,0.046,19.862,4.018,13.069,0,
1787037491.068,0.0000,0.0000,0.0000,20.073,19.819,20.015,0.013,19.991,4.113,13.340,0,
1787037491.101,0.0000,0.0000,0.0000,20.202,19.948,20.015,0.045,20.120,4.113,13.340,0,
1787037491.134,0.0000,0.0000,0.0000,20.330,20.076,20.397,0.012,20.249,4.150,13.616,0,
1787037491.167,0.0000,0.0000,0.0000,20.458,20.203,20.397,0.045,20.376,4.150,13.616,0,
1787037491.200,0.0000,0.0000,0.0000,20.585,20.331,20.750,0.011,20.504,4.109,13.893,0,
1787037491.233,0.0000,0.0000,0.0000,20.712,20.458,20.750,0.044,20.632,4.109,13.893,0,
1787037491.266,0.0000,0.0000,0.0000,20.839,20.585,21.052,0.010,20.760,4.012,14.163,0,
1787037491.299,0.0000,0.0000,0.0000,20.966,20.712,21.052,0.043,20.887,4.012,14.163,0,
1787037491.332,0.0000,0.0000,0.0000,21.094,20.839,21.296,0.009,21.015,3.909,14.427,0,
1787037491.365,0.0000,0.0000,0.0000,21.221,20.967,21.296,0.042,21.143,3.909,14.427,0,
1787037491.398,0.0000,0.0000,0.0000,21.349,21.094,21.488,0.009,21.272,3.853,14.686,0,
1787037491.431,0.0000,0.0000,0.0000,21.478,21.223,21.488,0.042,21.400,3.853,14.686,0,
1787037491.464,0.0000,0.0000,0.0000,21.607,21.352,21.644,0.008,21.530,3.872,14.944,0,
1787037491.497,0.0000,0.0000,0.0000,21.736,21.482,21.644,0.041,21.659,3.872,14.944,0,
1787037491.530,0.0000,0.0000,0.0000,21.867,21.612,21.791,0.007,21.790,3.958,15.206,0,
1787037491.563,0.0000,0.0000,0.0000,22.251,21.997,21.791,0.040,22.173,3.958,15.206,0,
1787037491.596,0.0000,0.0000,0.0000,23.574,23.319,21.818,0.006,23.496,40.065,16.676,1,
1787037491.629,0.0000,0.0000,0.0000,24.896,24.642,21.818,0.040,24.819,40.065,16.676,1,
1787037491.662,0.0000,0.0000,0.0000,26.219,25.965,21.759,0.006,26.141,40.139,19.352,1,
1787037491.695,0.0000,0.0000,0.0000,27.543,27.289,21.759,0.039,27.465,40.139,19.352,1,
1787037491.728,0.0000,0.0000,0.0000,28.866,28.612,21.756,0.005,28.788,40.141,22.038,1,
1787037491.761,0.0000,0.0000,0.0000,30.189,29.934,21.756,0.038,30.111,40.141,22.038,1,
1787037491.794,0.0000,0.0000,0.0000,31.511,31.256,21.810,0.004,31.433,40.070,24.722,1,
1787037491.827,0.0000,0.0000,0.0000,32.833,32.578,21.810,0.037,32.755,40.070,24.722,1,
1787037491.859,0.0000,0.0000,0.0000,34.153,33.899,21.907,0.003,34.076,39.963,27.387,1,
1787037491.893,0.0000,0.0000,0.0000,35.475,35.221,21.907,0.036,35.398,39.963,27.387,1,
1787037491.925,0.0000,0.0000,0.0000,36.799,36.544,22.027,0.002,36.721,39.875,30.047,1,
1787037491.958,0.0000,0.0000,0.0000,38.120,37.866,22.027,0.035,38.042,39.875,30.047,1,
1787037491.991,0.0000,0.0000,0.0000,39.445,39.190,22.140,0.001,39.367,39.852,32.715,1,
1787037492.024,0.0000,0.0000,0.0000,40.767,40.512,22.140,0.034,40.689,39.852,32.715,1,
1787037492.057,0.0000,0.0000,0.0000,42.088,41.834,22.140,0.067,42.010,39.852,32.715,1,
1787037492.090,0.0000,0.0000,0.0000,43.410,43.156,22.221,0.032,43.332,39.904,35.420,1,
1787037492.123,0.0000,0.0000,0.0000,44.733,44.478,22.221,0.065,44.655,39.904,35.420,1,
1787037492.156,0.0000,0.0000,0.0000,46.054,45.799,22.250,0.032,45.976,40.006,38.072,1,
1787037492.189,0.0000,0.0000,0.0000,47.375,47.121,22.250,0.065,47.297,40.006,38.072,1,
1787037492.222,0.0000,0.0000,0.0000,48.695,48.441,22.220,0.031,48.617,40.107,40.767,1,
1787037492.255,0.0000,0.0000,0.0000,50.015,49.760,22.220,0.064,49.937,40.107,40.767,1,
1787037492.288,0.0000,0.0000,0.0000,51.334,51.079,22.139,0.031,51.256,40.150,43.422,1,
1787037492.321,0.0000,0.0000,0.0000,52.651,52.397,22.139,0.064,52.573,40.150,43.422,1,
1787037492.354,0.0000,0.0000,0.0000,53.970,53.715,22.027,0.030,53.892,40.117,46.087,1,
1787037492.387,0.0000,0.0000,0.0000,55.289,55.034,22.027,0.063,55.211,40.117,46.087,1,
1787037492.420,0.0000,0.0000,0.0000,56.603,56.348,21.907,0.029,56.525,40.024,48.761,1,
1787037492.453,0.0000,0.0000,0.0000,57.917,57.663,21.907,0.062,57.839,40.024,48.761,1,
1787037492.486,0.0000,0.0000,0.0000,59.230,58.975,21.809,0.029,59.152,39.918,51.426,1,
1787037492.519,0.0000,0.0000,0.0000,60.542,60.287,21.809,0.062,60.464,39.918,51.426,1,
1787037492.552,0.0000,0.0000,0.0000,61.853,61.599,21.756,0.028,61.775,39.855,54.097,1,
1787037492.585,0.0000,0.0000,0.0000,63.167,62.912,21.756,0.060,63.089,39.855,54.097,1,
1787037492.618,0.0000,0.0000,0.0000,64.480,64.226,21.759,0.027,64.402,39.867,56.755,1,
1787037492.651,0.0000,0.0000,0.0000,65.796,65.541,21.759,0.060,65.718,39.867,56.755,1,
1787037492.684,0.0000,0.0000,0.0000,67.113,66.858,21.819,0.026,67.035,39.947,59.419,1,
1787037492.717,0.0000,0.0000,0.0000,68.429,68.175,21.819,0.059,68.352,39.947,59.419,1,
1787037492.750,0.0000,0.0000,0.0000,69.746,69.491,21.920,0.025,69.668,40.055,62.087,1,
1787037492.783,0.0000,0.0000,0.0000,71.064,70.809,21.920,0.058,70.986,40.055,62.087,1,
1787037492.816,0.0000,0.0000,0.0000,72.382,72.128,22.041,0.024,72.304,40.134,64.770,1,
1787037492.849,0.0000,0.0000,0.0000,73.703,73.449,22.041,0.057,73.625,40.134,64.770,1,
1787037492.882,0.0000,0.0000,0.0000,75.024,74.769,22.152,0.024,74.946,40.144,67.460,1,
1787037492.915,0.0000,0.0000,0.0000,76.346,76.091,22.152,0.056,76.268,40.144,67.460,1,
1787037492.948,0.0000,0.0000,0.0000,77.669,77.414,22.227,0.023,77.591,40.080,70.135,1,
1787037492.981,0.0000,0.0000,0.0000,78.994,78.739,22.227,0.056,78.916,40.080,70.135,1,
1787037493.014,0.0000,0.0000,0.0000,80.317,80.063,22.250,0.022,80.239,39.975,72.803,1,
1787037493.047,0.0000,0.0000,0.0000,81.642,81.388,22.250,0.055,81.565,39.975,72.803,1,
1787037493.080,0.0000,0.0000,0.0000,82.967,82.712,22.214,0.021,82.889,39.882,75.472,1,
1787037493.113,0.0000,0.0000,0.0000,84.291,84.037,22.214,0.054,84.213,39.882,75.472,1,
1787037493.147,0.0000,0.0000,0.0000,85.616,85.361,22.129,0.022,85.538,39.850,78.129,1,
1787037493.179,0.0000,0.0000,0.0000,86.945,86.691,22.129,0.054,86.867,39.850,78.129,1,
1787037493.212,0.0000,0.0000,0.0000,88.271,88.016,22.013,0.020,88.193,39.896,80.787,1,
1787037493.245,0.0000,0.0000,0.0000,89.597,89.343,22.013,0.053,89.519,39.896,80.787,1,
1787037493.278,0.0000,0.0000,0.0000,90.922,90.667,21.895,0.019,90.844,39.995,83.463,1,
1787037493.311,0.0000,0.0000,0.0000,92.248,91.994,21.895,0.052,92.170,39.995,83.463,1,
1787037493.344,0.0000,0.0000,0.0000,93.570,93.316,21.801,0.019,93.493,40.097,86.132,1,
1787037493.377,0.0000,0.0000,0.0000,94.893,94.638,21.801,0.052,94.815,40.097,86.132,1,
1787037493.410,0.0000,0.0000,0.0000,96.214,95.959,21.753,0.018,96.136,40.149,88.813,1,
1787037493.443,0.0000,0.0000,0.0000,97.536,97.281,21.753,0.051,97.458,40.149,88.813,1,
1787037493.476,0.0000,0.0000,0.0000,98.852,98.598,21.763,0.017,98.774,40.124,91.491,1,
1787037493.509,0.0000,0.0000,0.0000,100.168,99.913,21.763,0.050,100.090,40.124,91.491,1,
1787037493.542,0.0000,0.0000,0.0000,101.483,101.228,21.828,0.016,101.405,40.035,94.168,1,
1787037493.575,0.0000,0.0000,0.0000,102.798,102.544,21.828,0.049,102.721,40.035,94.168,1,
1787037493.608,0.0000,0.0000,0.0000,104.112,103.858,21.934,0.015,104.035,39.928,96.852,1,
1787037493.641,0.0000,0.0000,0.0000,105.429,105.174,21.934,0.048,105.351,39.928,96.852,1,
1787037493.674,0.0000,0.0000,0.0000,106.748,106.494,22.054,0.014,106.670,39.859,99.508,1,
1787037493.707,0.0000,0.0000,0.0000,108.064,107.810,22.054,0.047,107.986,39.859,99.508,1,
1787037493.740,0.0000,0.0000,0.0000,109.380,109.125,22.162,0.014,109.302,39.862,102.166,1,
1787037493.773,0.0000,0.0000,0.0000,110.694,110.440,22.162,0.047,110.617,39.862,102.166,1,
1787037493.806,0.0000,0.0000,0.0000,112.009,111.755,22.232,0.013,111.931,39.936,104.823,1,
1787037493.839,0.0000,0.0000,0.0000,113.324,113.070,22.232,0.046,113.246,39.936,104.823,1,
1787037493.872,0.0000,0.0000,0.0000,114.640,114.385,22.249,0.012,114.562,40.043,107.494,1,
1787037493.905,0.0000,0.0000,0.0000,115.955,115.701,22.249,0.045,115.878,40.043,107.494,1,
1787037493.938,0.0000,0.0000,0.0000,117.271,117.016,22.207,0.011,117.193,40.128,110.178,1,
1787037493.971,0.0000,0.0000,0.0000,118.588,118.334,22.207,0.044,118.510,40.128,110.178,1,
1787037494.004,0.0000,0.0000,0.0000,119.907,119.653,22.117,0.011,119.829,40.147,112.858,1,
1787037494.037,0.0000,0.0000,0.0000,121.226,120.971,22.117,0.043,121.148,40.147,112.858,1,
1787037494.070,0.0000,0.0000,0.0000,122.543,122.289,22.000,0.010,122.466,40.090,115.537,1,
1787037494.103,0.0000,0.0000,0.0000,123.862,123.608,22.000,0.043,123.784,40.090,115.537,1,
1787037494.136,0.0000,0.0000,0.0000,125.181,124.926,21.882,0.008,125.103,39.986,118.224,1,
1787037494.169,0.0000,0.0000,0.0000,126.499,126.244,21.882,0.041,126.421,39.986,118.224,1,
1787037494.202,0.0000,0.0000,0.0000,127.818,127.564,21.793,0.008,127.740,39.890,120.887,1,
1787037494.235,0.0000,0.0000,0.0000,129.139,128.885,21.793,0.041,129.062,39.890,120.887,1,
1787037494.268,0.0000,0.0000,0.0000,130.461,130.207,21.751,0.007,130.383,39.850,123.542,1,
1787037494.301,0.0000,0.0000,0.0000,131.783,131.528,21.751,0.040,131.705,39.850,123.542,1,
1787037494.334,0.0000,0.0000,0.0000,133.108,132.853,21.768,0.006,133.030,39.887,126.197,1,
1787037494.367,0.0000,0.0000,0.0000,134.435,134.180,21.768,0.039,134.357,39.887,126.197,1,
1787037494.400,0.0000,0.0000,0.0000,135.759,135.504,21.838,0.006,135.681,39.983,128.861,1,
1787037494.433,0.0000,0.0000,0.0000,137.084,136.829,21.838,0.039,137.006,39.983,128.861,1,
1787037494.466,0.0000,0.0000,0.0000,138.409,138.154,21.947,0.005,138.331,40.087,131.541,1,
1787037494.499,0.0000,0.0000,0.0000,139.734,139.479,21.947,0.038,139.656,40.087,131.541,1,
1787037494.532,0.0000,0.0000,0.0000,141.058,140.803,22.067,0.004,140.980,40.147,134.222,1,
1787037494.565,0.0000,0.0000,0.0000,142.383,142.128,22.067,0.037,142.305,40.147,134.222,1,
1787037494.598,0.0000,0.0000,0.0000,143.706,143.452,22.172,0.003,143.628,40.130,136.898,1,
1787037494.631,0.0000,0.0000,0.0000,145.029,144.774,22.172,0.036,144.951,40.130,136.898,1,
1787037494.664,0.0000,0.0000,0.0000,146.350,146.095,22.237,0.002,146.272,40.047,139.576,1,
1787037494.697,0.0000,0.0000,0.0000,147.669,147.415,22.237,0.035,147.591,40.047,139.576,1,
1787037494.730,0.0000,0.0000,0.0000,148.989,148.735,22.247,0.002,148.911,39.939,142.251,1,
1787037494.763,0.0000,0.0000,0.0000,150.308,150.054,22.247,0.035,150.230,39.939,142.251,1,
1787037494.796,0.0000,0.0000,0.0000,151.628,151.374,22.199,0.001,151.550,39.863,144.911,1,
1787037494.829,0.0000,0.0000,0.0000,152.945,152.691,22.199,0.034,152.868,39.863,144.911,1,
1787037494.862,0.0000,0.0000,0.0000,154.263,154.009,22.199,0.067,154.185,39.863,144.911,1,
1787037494.895,0.0000,0.0000,0.0000,155.577,155.323,22.105,0.032,155.500,39.857,147.627,1,
1787037494.928,0.0000,0.0000,0.0000,156.894,156.639,22.105,0.065,156.816,39.857,147.627,1,
1787037494.961,0.0000,0.0000,0.0000,158.210,157.955,21.985,0.031,158.132,39.927,150.269,1,
1787037494.994,0.0000,0.0000,0.0000,159.524,159.269,21.985,0.064,159.446,39.927,150.269,1,
1787037495.027,0.0000,0.0000,0.0000,160.836,160.582,21.869,0.030,160.758,40.033,152.943,1,
1787037495.059,0.0000,0.0000,0.0000,162.149,161.895,21.869,0.063,162.071,40.033,152.943,1,
1787037495.092,0.0000,0.0000,0.0000,163.461,163.206,21.785,0.030,163.383,40.122,155.598,1,
1787037495.125,0.0000,0.0000,0.0000,164.772,164.517,21.785,0.063,164.694,40.122,155.598,1,
1787037495.158,0.0000,0.0000,0.0000,166.084,165.829,21.750,0.029,166.006,40.149,158.286,1,
1787037495.191,0.0000,0.0000,0.0000,167.397,167.142,21.750,0.062,167.319,40.149,158.286,1,
1787037495.224,0.0000,0.0000,0.0000,168.711,168.457,21.774,0.028,168.633,40.099,160.961,1,
1787037495.257,0.0000,0.0000,0.0000,170.029,169.775,21.774,0.061,169.951,40.099,160.961,1,
1787037495.290,0.0000,0.0000,0.0000,171.347,171.092,21.850,0.027,171.269,39.997,163.639,1,
1787037495.323,0.0000,0.0000,0.0000,172.667,172.412,21.850,0.060,172.589,39.997,163.639,1,
1787037495.356,0.0000,0.0000,0.0000,173.987,173.733,21.961,0.027,173.909,39.898,166.302,1,
1787037495.389,0.0000,0.0000,0.0000,175.309,175.054,21.961,0.060,175.231,39.898,166.302,1,
1787037495.422,0.0000,0.0000,0.0000,176.630,176.376,22.081,0.026,176.553,39.851,168.976,1,
1787037495.455,0.0000,0.0000,0.0000,177.954,177.700,22.081,0.059,177.876,39.851,168.976,1,
1787037495.488,0.0000,0.0000,0.0000,179.277,179.022,22.182,0.025,179.199,39.881,171.643,1,
1787037495.521,0.0000,0.0000,0.0000,-179.400,-179.654,22.182,0.058,-179.478,39.881,171.643,1,
1787037495.554,0.0000,0.0000,0.0000,-178.071,-178.326,22.241,0.024,-178.149,39.972,174.303,1,
1787037495.587,0.0000,0.0000,0.0000,-176.743,-176.998,22.241,0.057,-176.821,39.972,174.303,1,
1787037495.621,0.0000,0.0000,0.0000,-175.418,-175.673,22.244,0.024,-175.496,40.078,176.966,1,
1787037495.653,0.0000,0.0000,0.0000,-174.093,-174.347,22.244,0.057,-174.171,40.078,176.966,1,
1787037495.686,0.0000,0.0000,0.0000,-172.770,-173.024,22.190,0.023,-172.847,40.144,179.645,1,
1787037495.719,0.0000,0.0000,0.0000,-171.444,-171.699,22.190,0.056,-171.522,40.144,179.645,1,
1787037495.752,0.0000,0.0000,0.0000,-170.124,-170.379,22.092,0.022,-170.202,40.135,182.326,1,
1787037495.785,0.0000,0.0000,0.0000,-168.803,-169.057,22.092,0.055,-168.880,40.135,182.326,1,
1787037495.818,0.0000,0.0000,0.0000,-167.483,-167.737,21.972,0.021,-167.561,40.057,185.005,1,
1787037495.851,0.0000,0.0000,0.0000,-166.162,-166.416,21.972,0.054,-166.240,40.057,185.005,1,
1787037495.884,0.0000,0.0000,0.0000,-164.838,-165.093,21.859,0.021,-164.916,39.950,187.668,1,
1787037495.917,0.0000,0.0000,0.0000,-163.516,-163.771,21.859,0.053,-163.594,39.950,187.668,1,
1787037495.950,0.0000,0.0000,0.0000,-162.195,-162.450,21.778,0.019,-162.273,39.868,190.351,1,
1787037495.983,0.0000,0.0000,0.0000,-160.873,-161.127,21.778,0.052,-160.951,39.868,190.351,1,
1787037496.016,0.0000,0.0000,0.0000,-159.553,-159.807,21.750,0.019,-159.631,39.854,193.005,1,
1787037496.049,0.0000,0.0000,0.0000,-158.234,-158.489,21.750,0.052,-158.312,39.854,193.005,1,
1787037496.082,0.0000,0.0000,0.0000,-156.916,-157.170,21.780,0.018,-156.994,39.916,195.660,1,
1787037496.115,0.0000,0.0000,0.0000,-155.598,-155.853,21.780,0.051,-155.676,39.916,195.660,1,
1787037496.148,0.0000,0.0000,0.0000,-154.280,-154.534,21.860,0.017,-154.358,40.021,198.332,1,
1787037496.181,0.0000,0.0000,0.0000,-152.961,-153.215,21.860,0.051,-153.038,40.021,198.332,1,
1787037496.214,0.0000,0.0000,0.0000,-151.645,-151.899,21.974,0.017,-151.722,40.115,201.011,1,
1787037496.247,0.0000,0.0000,0.0000,-150.330,-150.585,21.974,0.050,-150.408,40.115,201.011,1,
1787037496.280,0.0000,0.0000,0.0000,-149.014,-149.268,22.093,0.016,-149.092,40.150,203.686,1,
1787037496.313,0.0000,0.0000,0.0000,-147.702,-147.956,22.093,0.049,-147.780,40.150,203.686,1,
1787037496.346,0.0000,0.0000,0.0000,-146.390,-146.645,22.191,0.015,-146.468,40.107,206.367,1,
1787037496.379,0.0000,0.0000,0.0000,-145.075,-145.330,22.191,0.048,-145.153,40.107,206.367,1,
1787037496.412,0.0000,0.0000,0.0000,-143.762,-144.017,22.244,0.014,-143.840,40.009,209.059,1,
1787037496.445,0.0000,0.0000,0.0000,-142.448,-142.702,22.244,0.047,-142.525,40.009,209.059,1,
1787037496.478,0.0000,0.0000,0.0000,-141.130,-141.385,22.241,0.013,-141.208,39.907,211.720,1,
1787037496.511,0.0000,0.0000,0.0000,-139.811,-140.066,22.241,0.046,-139.889,39.907,211.720,1,
1787037496.544,0.0000,0.0000,0.0000,-138.493,-138.748,22.181,0.013,-138.571,39.852,214.368,1,
1787037496.577,0.0000,0.0000,0.0000,-137.175,-137.429,22.181,0.046,-137.252,39.852,214.368,1,
1787037496.610,0.0000,0.0000,0.0000,-135.855,-136.110,22.079,0.012,-135.933,39.874,217.034,1,
1787037496.643,0.0000,0.0000,0.0000,-134.533,-134.787,22.079,0.045,-134.611,39.874,217.034,1,
1787037496.676,0.0000,0.0000,0.0000,-133.210,-133.465,21.959,0.011,-133.288,39.960,219.697,1,
1787037496.709,0.0000,0.0000,0.0000,-131.887,-132.142,21.959,0.044,-131.965,39.960,219.697,1,
1787037496.742,0.0000,0.0000,0.0000,-130.565,-130.819,21.848,0.010,-130.643,40.068,222.374,1,
1787037496.775,0.0000,0.0000,0.0000,-129.241,-129.496,21.848,0.043,-129.319,40.068,222.374,1,
1787037496.808,0.0000,0.0000,0.0000,-127.918,-128.172,21.773,0.009,-127.996,40.140,225.056,1,
1787037496.841,0.0000,0.0000,0.0000,-126.593,-126.848,21.773,0.042,-126.671,40.140,225.056,1,
1787037496.874,0.0000,0.0000,0.0000,-125.268,-125.522,21.750,0.009,-125.346,40.140,227.733,1,
1787037496.907,0.0000,0.0000,0.0000,-123.941,-124.196,21.750,0.042,-124.019,40.140,227.733,1,
1787037496.940,0.0000,0.0000,0.0000,-122.615,-122.869,21.786,0.008,-122.693,40.068,230.409,1,
1787037496.973,0.0000,0.0000,0.0000,-121.289,-121.543,21.786,0.041,-121.366,40.068,230.409,1,
1787037497.006,0.0000,0.0000,0.0000,-119.964,-120.218,21.872,0.007,-120.042,39.961,233.083,1,
1787037497.039,0.0000,0.0000,0.0000,-118.640,-118.895,21.872,0.040,-118.718,39.961,233.083,1,
1787037497.072,0.0000,0.0000,0.0000,-117.317,-117.571,21.988,0.006,-117.395,39.874,235.759,1,
1787037497.105,0.0000,0.0000,0.0000,-115.995,-116.249,21.988,0.039,-116.073,39.874,235.759,1,
1787037497.138,0.0000,0.0000,0.0000,-114.674,-114.928,22.106,0.005,-114.752,39.852,238.423,1,
1787037497.171,0.0000,0.0000,0.0000,-113.354,-113.608,22.106,0.038,-113.431,39.852,238.423,1,
1787037497.204,0.0000,0.0000,0.0000,-112.036,-112.290,22.200,0.005,-112.114,39.907,241.076,1,
1787037497.237,0.0000,0.0000,0.0000,-110.717,-110.971,22.200,0.038,-110.794,39.907,241.076,1,
1787037497.270,0.0000,0.0000,0.0000,-109.401,-109.655,22.247,0.004,-109.479,40.009,243.738,1,
1787037497.303,0.0000,0.0000,0.0000,-108.084,-108.339,22.247,0.037,-108.162,40.009,243.738,1,
1787037497.336,0.0000,0.0000,0.0000,-106.766,-107.020,22.237,0.003,-106.843,40.107,246.413,1,
1787037497.369,0.0000,0.0000,0.0000,-105.450,-105.705,22.237,0.036,-105.528,40.107,246.413,1,
1787037497.402,0.0000,0.0000,0.0000,-104.138,-104.393,22.171,0.002,-104.216,40.150,249.101,1,
1787037497.435,0.0000,0.0000,0.0000,-102.821,-103.076,22.171,0.035,-102.899,40.150,249.101,1,
1787037497.468,0.0000,0.0000,0.0000,-101.506,-101.760,22.066,0.001,-101.584,40.115,251.783,1,
1787037497.501,0.0000,0.0000,0.0000,-100.191,-100.446,22.066,0.034,-100.269,40.115,251.783,1,
1787037497.534,0.0000,0.0000,0.0000,-98.876,-99.130,22.066,0.067,-98.954,40.115,251.783,1,
1787037497.567,0.0000,0.0000,0.0000,-97.561,-97.816,21.945,0.032,-97.639,40.021,254.504,1,
1787037497.600,0.0000,0.0000,0.0000,-96.246,-96.501,21.945,0.065,-96.324,40.021,254.504,1,
1787037497.633,0.0000,0.0000,0.0000,-94.930,-95.185,21.837,0.032,-95.008,39.916,257.136,1,
1787037497.667,0.0000,0.0000,0.0000,-93.614,-93.869,21.837,0.066,-93.692,39.916,257.136,1,
1787037497.700,0.0000,0.0000,0.0000,-92.262,-92.517,21.767,0.032,-92.340,39.854,259.828,1,
1787037497.733,0.0000,0.0000,0.0000,-90.944,-91.198,21.767,0.065,-91.022,39.854,259.828,1,
1787037497.766,0.0000,0.0000,0.0000,-89.626,-89.881,21.752,0.030,-89.704,39.869,262.523,1,
